municipalidad,anio_semestre,tipo_compra,TamanoProveedor,monto_neto_clp,n_items,n_ordenes,n_proveedores
Cerro Navia,2018-1,licitacion,NoClasificado,734900,4,1,1
Cerro Navia,2018-1,licitacion,Pequeña,57793236,213,22,18
Cerro Navia,2018-1,trato_directo,Grande,34598314,25,18,12
Cerro Navia,2018-1,trato_directo,Mediana,11892768,51,16,7
Cerro Navia,2018-1,trato_directo,Micro,56645721,87,44,20
Cerro Navia,2018-1,trato_directo,Pequeña,15450900,16,9,8
Cerro Navia,2018-2,convenio_marco,Grande,143248623,91,45,19
Cerro Navia,2018-2,convenio_marco,Mediana,59410097,208,35,10
Cerro Navia,2018-2,convenio_marco,Micro,128497789,151,81,35
Cerro Navia,2018-2,convenio_marco,Pequeña,91140575,52,35,19
Cerro Navia,2018-2,licitacion,Grande,9942830,7,3,1
Cerro Navia,2018-2,licitacion,Mediana,216199296,53,12,5
Cerro Navia,2018-2,licitacion,Micro,540546396,258,42,32
Cerro Navia,2018-2,licitacion,Pequeña,211543693,101,21,16
Cerro Navia,2018-2,trato_directo,Grande,25538156,23,13,9
Cerro Navia,2018-2,trato_directo,Mediana,12915144,2,2,2
Cerro Navia,2018-2,trato_directo,Micro,151885928,163,59,24
Cerro Navia,2018-2,trato_directo,Pequeña,7796876,58,9,7
Cerro Navia,2019-1,convenio_marco,Grande,94392058,76,34,14
Cerro Navia,2019-1,convenio_marco,Mediana,58865866,113,34,14
Cerro Navia,2019-1,convenio_marco,Micro,102891488,78,37,25
Cerro Navia,2019-1,convenio_marco,Pequeña,86448800,40,28,18
Cerro Navia,2019-1,licitacion,Grande,24621897,6,3,3
Cerro Navia,2019-1,licitacion,Mediana,56918524,101,4,4
Cerro Navia,2019-1,licitacion,Micro,232204458,218,36,28
Cerro Navia,2019-1,licitacion,Pequeña,350925791,154,24,18
Cerro Navia,2019-1,trato_directo,Grande,27180655,23,17,11
Cerro Navia,2019-1,trato_directo,Mediana,2264840,48,8,6
Cerro Navia,2019-1,trato_directo,Micro,11365834,55,23,15
Cerro Navia,2019-1,trato_directo,Pequeña,40887651,11,9,7
Cerro Navia,2019-2,convenio_marco,Grande,94347428,39,16,13
Cerro Navia,2019-2,convenio_marco,Mediana,25490544,32,12,8
Cerro Navia,2019-2,convenio_marco,Micro,156612788,123,61,29
Cerro Navia,2019-2,convenio_marco,Pequeña,120055608,52,28,19
Cerro Navia,2019-2,licitacion,Grande,110585336,39,9,8
Cerro Navia,2019-2,licitacion,Mediana,157139941,30,11,6
Cerro Navia,2019-2,licitacion,Micro,206777027,537,70,59
Cerro Navia,2019-2,licitacion,Pequeña,312630875,333,26,18
Cerro Navia,2019-2,trato_directo,Grande,32560843,4,4,4
Cerro Navia,2019-2,trato_directo,Mediana,920081,33,4,2
Cerro Navia,2019-2,trato_directo,Micro,39476681,28,13,12
Cerro Navia,2019-2,trato_directo,Pequeña,58165235,16,11,10
Cerro Navia,2020-1,compra_agil,Grande,468000,2,1,1
Cerro Navia,2020-1,compra_agil,Mediana,884000,2,2,2
Cerro Navia,2020-1,compra_agil,Micro,5324567,19,12,6
Cerro Navia,2020-1,compra_agil,NoClasificado,1536000,3,3,3
Cerro Navia,2020-1,compra_agil,Pequeña,2268980,3,3,3
Cerro Navia,2020-1,convenio_marco,Grande,79514701,21,16,12
Cerro Navia,2020-1,convenio_marco,Mediana,45743257,91,15,6
Cerro Navia,2020-1,convenio_marco,Micro,88061108,36,25,17
Cerro Navia,2020-1,convenio_marco,Pequeña,98612533,13,11,7
Cerro Navia,2020-1,licitacion,Grande,357437648,6,5,5
Cerro Navia,2020-1,licitacion,Mediana,7016514415,26,12,9
Cerro Navia,2020-1,licitacion,Micro,291877926,97,19,19
Cerro Navia,2020-1,licitacion,Pequeña,288812665,63,13,13
Cerro Navia,2020-1,trato_directo,Grande,43150711,6,5,4
Cerro Navia,2020-1,trato_directo,Mediana,464555,1,1,1
Cerro Navia,2020-1,trato_directo,Micro,268928093,77,15,15
Cerro Navia,2020-1,trato_directo,NoClasificado,1314159,1,1,1
Cerro Navia,2020-1,trato_directo,Pequeña,35417918,18,10,7
Cerro Navia,2020-2,compra_agil,Micro,13387470,509,8,8
Cerro Navia,2020-2,compra_agil,NoClasificado,216797,1,1,1
Cerro Navia,2020-2,compra_agil,Pequeña,2132450,18,2,2
Cerro Navia,2020-2,convenio_marco,Grande,166391817,17,12,7
Cerro Navia,2020-2,convenio_marco,Mediana,16267520,18,7,7
Cerro Navia,2020-2,convenio_marco,Micro,32643053,15,10,7
Cerro Navia,2020-2,convenio_marco,Pequeña,31040583,37,18,10
Cerro Navia,2020-2,licitacion,Grande,323754078,42,9,7
Cerro Navia,2020-2,licitacion,Mediana,120689476,82,12,7
Cerro Navia,2020-2,licitacion,Micro,145523240,185,35,28
Cerro Navia,2020-2,licitacion,NoClasificado,4540532,39,7,7
Cerro Navia,2020-2,licitacion,Pequeña,141944565,164,23,17
Cerro Navia,2020-2,trato_directo,Grande,83042725,109,14,11
Cerro Navia,2020-2,trato_directo,Mediana,77655890,15,11,9
Cerro Navia,2020-2,trato_directo,Micro,116584200,86,26,13
Cerro Navia,2020-2,trato_directo,NoClasificado,40242800,1,1,1
Cerro Navia,2020-2,trato_directo,Pequeña,878976499,29,14,13
Cerro Navia,2021-1,compra_agil,Grande,8453188,175,14,10
Cerro Navia,2021-1,compra_agil,Mediana,1627057,248,5,5
Cerro Navia,2021-1,compra_agil,Micro,20491239,202,37,35
Cerro Navia,2021-1,compra_agil,NoClasificado,688189,3,1,1
Cerro Navia,2021-1,compra_agil,Pequeña,1868950,10,7,7
Cerro Navia,2021-1,convenio_marco,Grande,50914377,11,8,7
Cerro Navia,2021-1,convenio_marco,Mediana,49122014,26,7,6
Cerro Navia,2021-1,convenio_marco,Micro,90929690,25,14,13
Cerro Navia,2021-1,convenio_marco,NoClasificado,3703000,4,2,1
Cerro Navia,2021-1,convenio_marco,Pequeña,12878301,4,3,3
Cerro Navia,2021-1,licitacion,Grande,380478159,30,12,10
Cerro Navia,2021-1,licitacion,Mediana,1375175918,8,6,6
Cerro Navia,2021-1,licitacion,Micro,89108773,132,21,19
Cerro Navia,2021-1,licitacion,Pequeña,124406651,41,12,12
Cerro Navia,2021-1,trato_directo,Grande,31546834,109,16,11
Cerro Navia,2021-1,trato_directo,Mediana,2954212,34,5,2
Cerro Navia,2021-1,trato_directo,Micro,58217343,90,36,18
Cerro Navia,2021-1,trato_directo,NoClasificado,231680,4,1,1
Cerro Navia,2021-1,trato_directo,Pequeña,9665003,9,5,5
Cerro Navia,2021-2,compra_agil,Grande,7629616,207,13,4
Cerro Navia,2021-2,compra_agil,Mediana,7628383,84,10,7
Cerro Navia,2021-2,compra_agil,Micro,51206593,785,67,40
Cerro Navia,2021-2,compra_agil,NoClasificado,8471222,46,9,9
Cerro Navia,2021-2,compra_agil,Pequeña,14186659,295,19,14
Cerro Navia,2021-2,convenio_marco,Grande,21703847,5,4,3
Cerro Navia,2021-2,convenio_marco,Micro,52129137,15,14,7
Cerro Navia,2021-2,convenio_marco,Pequeña,17949958,9,5,3
Cerro Navia,2021-2,licitacion,Grande,571498112,17,9,9
Cerro Navia,2021-2,licitacion,Mediana,144073509,11,7,5
Cerro Navia,2021-2,licitacion,Micro,840480283,418,62,43
Cerro Navia,2021-2,licitacion,NoClasificado,12611169,6,5,4
Cerro Navia,2021-2,licitacion,Pequeña,208228016,11,8,8
Cerro Navia,2021-2,trato_directo,Grande,38543434,89,9,5
Cerro Navia,2021-2,trato_directo,Mediana,22352496,3,3,2
Cerro Navia,2021-2,trato_directo,Micro,108463903,28,19,18
Cerro Navia,2021-2,trato_directo,NoClasificado,420000,6,1,1
Cerro Navia,2021-2,trato_directo,Pequeña,5191935,7,6,5
Cerro Navia,2022-1,compra_agil,Grande,30490804,694,19,11
Cerro Navia,2022-1,compra_agil,Mediana,5460550,54,9,8
Cerro Navia,2022-1,compra_agil,Micro,21443705,191,24,19
Cerro Navia,2022-1,compra_agil,NoClasificado,13942000,146,2,2
Cerro Navia,2022-1,compra_agil,Pequeña,7025466,63,15,15
Cerro Navia,2022-1,convenio_marco,Grande,137508769,17,14,7
Cerro Navia,2022-1,convenio_marco,Mediana,4480203,1,1,1
Cerro Navia,2022-1,licitacion,Grande,2017344885,34,15,14
Cerro Navia,2022-1,licitacion,Mediana,196526409,7,4,4
Cerro Navia,2022-1,licitacion,Micro,215882373,88,21,20
Cerro Navia,2022-1,licitacion,NoClasificado,9527815,3,3,3
Cerro Navia,2022-1,licitacion,Pequeña,199356856,61,15,13
Cerro Navia,2022-1,trato_directo,Grande,8544136,10,9,8
Cerro Navia,2022-1,trato_directo,Mediana,3930208,3,3,1
Cerro Navia,2022-1,trato_directo,Micro,10373962,6,4,4
Cerro Navia,2022-1,trato_directo,Pequeña,276171821,4,4,4
Cerro Navia,2022-2,convenio_marco,Grande,38850679,9,6,5
Cerro Navia,2022-2,convenio_marco,Mediana,20608436,7,5,3
Cerro Navia,2022-2,convenio_marco,Pequeña,521300,1,1,1
Cerro Navia,2022-2,licitacion,Grande,270979682,122,21,17
Cerro Navia,2022-2,licitacion,Mediana,1264701186,135,15,10
Cerro Navia,2022-2,licitacion,Micro,138590837,197,34,23
Cerro Navia,2022-2,licitacion,NoClasificado,17783109,44,10,6
Cerro Navia,2022-2,licitacion,Pequeña,243919388,29,18,17
Cerro Navia,2022-2,trato_directo,Grande,70481217,7,7,7
Cerro Navia,2022-2,trato_directo,Mediana,5882353,1,1,1
Cerro Navia,2022-2,trato_directo,Micro,61874043,9,9,7
Cerro Navia,2022-2,trato_directo,NoClasificado,4643580,2,2,2
Cerro Navia,2022-2,trato_directo,Pequeña,24229496,3,3,3
Cerro Navia,2023-1,compra_agil,Grande,9451795,95,20,14
Cerro Navia,2023-1,compra_agil,Mediana,8490099,87,9,8
Cerro Navia,2023-1,compra_agil,Micro,24255045,298,33,26
Cerro Navia,2023-1,compra_agil,NoClasificado,76979806,1086,30,22
Cerro Navia,2023-1,compra_agil,Pequeña,35267809,945,26,23
Cerro Navia,2023-1,convenio_marco,Grande,66166280,29,13,5
Cerro Navia,2023-1,convenio_marco,Mediana,57969422,3,2,2
Cerro Navia,2023-1,convenio_marco,NoClasificado,7717170,2,2,1
Cerro Navia,2023-1,convenio_marco,Pequeña,34068632,4,4,3
Cerro Navia,2023-1,licitacion,Grande,2178909419,51,18,15
Cerro Navia,2023-1,licitacion,Mediana,323104125,14,11,10
Cerro Navia,2023-1,licitacion,Micro,304321296,120,21,18
Cerro Navia,2023-1,licitacion,NoClasificado,59740286,142,18,13
Cerro Navia,2023-1,licitacion,Pequeña,924915265,38,27,20
Cerro Navia,2023-1,trato_directo,Grande,88477569,10,10,9
Cerro Navia,2023-1,trato_directo,Mediana,36764847,10,9,8
Cerro Navia,2023-1,trato_directo,Micro,13680000,7,7,5
Cerro Navia,2023-1,trato_directo,NoClasificado,360980,10,1,1
Cerro Navia,2023-1,trato_directo,Pequeña,86273072,4,4,4
Cerro Navia,2023-2,compra_agil,Grande,129357753,322,115,43
Cerro Navia,2023-2,compra_agil,Mediana,74344278,295,85,36
Cerro Navia,2023-2,compra_agil,Micro,81770880,998,85,65
Cerro Navia,2023-2,compra_agil,NoClasificado,26715827,225,24,22
Cerro Navia,2023-2,compra_agil,Pequeña,183703024,3479,154,103
Cerro Navia,2023-2,convenio_marco,Grande,88285272,31,18,10
Cerro Navia,2023-2,convenio_marco,Mediana,118062580,11,8,6
Cerro Navia,2023-2,convenio_marco,Micro,8406160,1,1,1
Cerro Navia,2023-2,convenio_marco,Pequeña,5880410,1,1,1
Cerro Navia,2023-2,licitacion,Grande,3701556097,55,22,19
Cerro Navia,2023-2,licitacion,Mediana,346454583,64,28,20
Cerro Navia,2023-2,licitacion,Micro,135528524,121,20,17
Cerro Navia,2023-2,licitacion,NoClasificado,52088673,124,10,10
Cerro Navia,2023-2,licitacion,Pequeña,569894820,345,56,43
Cerro Navia,2023-2,trato_directo,Grande,356029991,47,29,22
Cerro Navia,2023-2,trato_directo,Mediana,353839287,14,10,9
Cerro Navia,2023-2,trato_directo,Micro,179036444,28,28,28
Cerro Navia,2023-2,trato_directo,NoClasificado,90229500,18,18,16
Cerro Navia,2023-2,trato_directo,Pequeña,317138939,16,16,15
Cerro Navia,2024-1,compra_agil,Grande,152854703,614,108,59
Cerro Navia,2024-1,compra_agil,Mediana,78524691,423,74,44
Cerro Navia,2024-1,compra_agil,Micro,74488588,311,75,55
Cerro Navia,2024-1,compra_agil,NoClasificado,41459395,432,39,27
Cerro Navia,2024-1,compra_agil,Pequeña,162435530,2472,143,110
Cerro Navia,2024-1,convenio_marco,Grande,463135839,129,40,23
Cerro Navia,2024-1,convenio_marco,Mediana,200230757,53,18,13
Cerro Navia,2024-1,convenio_marco,Micro,72714706,8,4,4
Cerro Navia,2024-1,convenio_marco,Pequeña,8555724,10,3,2
Cerro Navia,2024-1,licitacion,Grande,3558002419,222,66,48
Cerro Navia,2024-1,licitacion,Mediana,945267799,70,28,27
Cerro Navia,2024-1,licitacion,Micro,275349694,73,18,15
Cerro Navia,2024-1,licitacion,NoClasificado,30250152,32,9,7
Cerro Navia,2024-1,licitacion,Pequeña,1595668410,257,63,51
Cerro Navia,2024-1,trato_directo,Grande,573408369,20,20,13
Cerro Navia,2024-1,trato_directo,Mediana,80257471,20,18,10
Cerro Navia,2024-1,trato_directo,Micro,311597973,58,56,32
Cerro Navia,2024-1,trato_directo,NoClasificado,136228598,33,33,17
Cerro Navia,2024-1,trato_directo,Pequeña,145245859,21,16,13
Cerro Navia,2024-2,compra_agil,1.0,184111139,1390,99,52
Cerro Navia,2024-2,compra_agil,2.0,74589886,773,73,31
Cerro Navia,2024-2,compra_agil,3.0,151847078,3261,73,48
Cerro Navia,2024-2,compra_agil,4.0,123888692,1258,99,79
Cerro Navia,2024-2,compra_agil,Micro,1678990,1,1,1
Cerro Navia,2024-2,compra_agil,NoClasificado,90188433,914,68,53
Cerro Navia,2024-2,convenio_marco,1.0,158539900,116,44,18
Cerro Navia,2024-2,convenio_marco,2.0,150549431,31,15,10
Cerro Navia,2024-2,convenio_marco,3.0,17732718,27,7,6
Cerro Navia,2024-2,convenio_marco,4.0,31025517,6,6,6
Cerro Navia,2024-2,convenio_marco,NoClasificado,3912412,6,2,2
Cerro Navia,2024-2,licitacion,1.0,1330511031,73,24,24
Cerro Navia,2024-2,licitacion,2.0,323072566,92,21,17
Cerro Navia,2024-2,licitacion,3.0,368132462,89,22,19
Cerro Navia,2024-2,licitacion,4.0,1023325072,184,40,33
Cerro Navia,2024-2,licitacion,NoClasificado,150584907,8,8,8
Cerro Navia,2024-2,trato_directo,1.0,6673944638,26,11,10
Cerro Navia,2024-2,trato_directo,2.0,36256810,2,2,2
Cerro Navia,2024-2,trato_directo,3.0,61047214,30,26,24
Cerro Navia,2024-2,trato_directo,4.0,45327695,10,10,9
Cerro Navia,2024-2,trato_directo,NoClasificado,50146525,17,17,14
Cerro Navia,2025-1,compra_agil,Grande,46546156,98,10,7
Cerro Navia,2025-1,compra_agil,Mediana,212300019,906,74,51
Cerro Navia,2025-1,compra_agil,Micro,144376380,1856,72,57
Cerro Navia,2025-1,compra_agil,NoClasificado,131201805,385,53,46
Cerro Navia,2025-1,compra_agil,Pequeña,358355406,3447,136,109
Cerro Navia,2025-1,convenio_marco,Grande,357160180,106,32,22
Cerro Navia,2025-1,convenio_marco,Mediana,170819112,214,20,15
Cerro Navia,2025-1,convenio_marco,Micro,52112164,29,3,2
Cerro Navia,2025-1,convenio_marco,NoClasificado,36308305,15,3,3
Cerro Navia,2025-1,convenio_marco,Pequeña,112365445,55,16,11
Cerro Navia,2025-1,licitacion,Grande,5108711218,163,61,50
Cerro Navia,2025-1,licitacion,Mediana,735898504,55,37,28
Cerro Navia,2025-1,licitacion,Micro,29389834,8,7,5
Cerro Navia,2025-1,licitacion,NoClasificado,41972785,17,6,4
Cerro Navia,2025-1,licitacion,Pequeña,1499323179,73,43,27
Cerro Navia,2025-1,trato_directo,Grande,419379891,10,9,9
Cerro Navia,2025-1,trato_directo,Mediana,3352913,6,3,3
Cerro Navia,2025-1,trato_directo,Micro,94467012,33,33,18
Cerro Navia,2025-1,trato_directo,NoClasificado,111703160,36,36,22
Cerro Navia,2025-1,trato_directo,Pequeña,5711602,4,3,3
Cerro Navia,2025-2,compra_agil,Grande,27803665,84,10,8
Cerro Navia,2025-2,compra_agil,Mediana,239967733,1252,99,56
Cerro Navia,2025-2,compra_agil,Micro,160987442,2136,106,72
Cerro Navia,2025-2,compra_agil,NoClasificado,424628098,6156,133,93
Cerro Navia,2025-2,compra_agil,Pequeña,372594397,3285,207,132
Cerro Navia,2025-2,convenio_marco,Grande,131625870,40,23,16
Cerro Navia,2025-2,convenio_marco,Mediana,83403230,43,13,10
Cerro Navia,2025-2,convenio_marco,Micro,260926484,9,5,4
Cerro Navia,2025-2,convenio_marco,NoClasificado,10963208,2,2,2
Cerro Navia,2025-2,convenio_marco,Pequeña,39362610,50,10,8
Cerro Navia,2025-2,licitacion,Grande,1796248243,388,80,51
Cerro Navia,2025-2,licitacion,Mediana,682930030,70,27,23
Cerro Navia,2025-2,licitacion,Micro,176053008,18,10,10
Cerro Navia,2025-2,licitacion,NoClasificado,100728949,10,9,9
Cerro Navia,2025-2,licitacion,Pequeña,382308940,52,28,23
Cerro Navia,2025-2,trato_directo,Grande,18876891,5,3,2
Cerro Navia,2025-2,trato_directo,Mediana,12605042,1,1,1
Cerro Navia,2025-2,trato_directo,Micro,31227900,18,18,14
Cerro Navia,2025-2,trato_directo,NoClasificado,55748998,25,25,16
Cerro Navia,2025-2,trato_directo,Pequeña,140500,1,1,1
Conchalí,2015-1,convenio_marco,Grande,134433297,758,189,21
Conchalí,2015-1,convenio_marco,Mediana,42504867,86,52,20
Conchalí,2015-1,convenio_marco,Micro,26427904,54,41,20
Conchalí,2015-1,convenio_marco,Pequeña,105942707,73,65,21
Conchalí,2015-1,licitacion,Grande,8609915,69,12,7
Conchalí,2015-1,licitacion,Mediana,10697768,57,11,11
Conchalí,2015-1,licitacion,Micro,41243031,209,51,40
Conchalí,2015-1,licitacion,Pequeña,35542231,110,37,26
Conchalí,2015-1,trato_directo,Grande,25437692,125,42,10
Conchalí,2015-1,trato_directo,Mediana,858449,9,6,4
Conchalí,2015-1,trato_directo,Micro,12312611,182,87,20
Conchalí,2015-1,trato_directo,Pequeña,10841685,143,60,21
Conchalí,2015-2,convenio_marco,Grande,173157043,935,232,23
Conchalí,2015-2,convenio_marco,Mediana,32884029,138,86,22
Conchalí,2015-2,convenio_marco,Micro,118726409,163,65,28
Conchalí,2015-2,convenio_marco,Pequeña,81705997,140,100,18
Conchalí,2015-2,licitacion,Grande,5226924,10,5,5
Conchalí,2015-2,licitacion,Mediana,9522225,14,7,6
Conchalí,2015-2,licitacion,Micro,68966752,178,57,41
Conchalí,2015-2,licitacion,Pequeña,59199586,66,34,28
Conchalí,2015-2,trato_directo,Grande,10336735,50,22,10
Conchalí,2015-2,trato_directo,Mediana,1877206,26,14,5
Conchalí,2015-2,trato_directo,Micro,16555115,262,106,28
Conchalí,2015-2,trato_directo,NoClasificado,400000,1,1,1
Conchalí,2015-2,trato_directo,Pequeña,16951016,154,72,18
Conchalí,2016-1,convenio_marco,Grande,187160171,1064,225,20
Conchalí,2016-1,convenio_marco,Mediana,103223724,391,134,23
Conchalí,2016-1,convenio_marco,Micro,54076708,104,57,30
Conchalí,2016-1,convenio_marco,Pequeña,145502969,126,79,25
Conchalí,2016-1,licitacion,Grande,1565000,13,5,5
Conchalí,2016-1,licitacion,Mediana,8696455,42,10,7
Conchalí,2016-1,licitacion,Micro,55089931,286,69,55
Conchalí,2016-1,licitacion,NoClasificado,299000,1,1,1
Conchalí,2016-1,licitacion,Pequeña,80660956,162,39,29
Conchalí,2016-1,trato_directo,Grande,8348631,40,17,5
Conchalí,2016-1,trato_directo,Mediana,6689899,47,18,6
Conchalí,2016-1,trato_directo,Micro,14400017,209,81,26
Conchalí,2016-1,trato_directo,Pequeña,55656456,200,80,23
Conchalí,2016-2,convenio_marco,Grande,100694453,1318,277,24
Conchalí,2016-2,convenio_marco,Mediana,47824087,172,103,19
Conchalí,2016-2,convenio_marco,Micro,45240906,205,97,41
Conchalí,2016-2,convenio_marco,Pequeña,144549895,324,118,41
Conchalí,2016-2,licitacion,Grande,1405042,1,1,1
Conchalí,2016-2,licitacion,Mediana,13350135,4,3,2
Conchalí,2016-2,licitacion,Micro,61180063,81,22,20
Conchalí,2016-2,licitacion,Pequeña,61172162,36,19,13
Conchalí,2016-2,trato_directo,Grande,3655350,9,7,5
Conchalí,2016-2,trato_directo,Mediana,345697,11,6,2
Conchalí,2016-2,trato_directo,Micro,28054208,244,90,20
Conchalí,2016-2,trato_directo,Pequeña,6951640,141,51,17
Conchalí,2017-1,convenio_marco,Grande,129037889,1414,268,23
Conchalí,2017-1,convenio_marco,Mediana,68371640,118,67,14
Conchalí,2017-1,convenio_marco,Micro,37791411,154,85,44
Conchalí,2017-1,convenio_marco,Pequeña,55286662,104,54,33
Conchalí,2017-1,licitacion,Mediana,29957279,7,7,7
Conchalí,2017-1,licitacion,Micro,84504844,34,22,18
Conchalí,2017-1,licitacion,Pequeña,32202343,13,13,9
Conchalí,2017-1,trato_directo,Grande,26219308,58,40,14
Conchalí,2017-1,trato_directo,Mediana,4542092,102,48,14
Conchalí,2017-1,trato_directo,Micro,30265240,189,89,30
Conchalí,2017-1,trato_directo,Pequeña,12276008,56,29,15
Conchalí,2017-2,convenio_marco,Grande,174751715,1251,361,26
Conchalí,2017-2,convenio_marco,Mediana,23116132,55,22,13
Conchalí,2017-2,convenio_marco,Micro,55949461,297,117,48
Conchalí,2017-2,convenio_marco,Pequeña,78225013,171,94,40
Conchalí,2017-2,licitacion,Grande,30952271,9,9,1
Conchalí,2017-2,licitacion,Mediana,13394944,4,3,3
Conchalí,2017-2,licitacion,Micro,37930725,93,22,19
Conchalí,2017-2,licitacion,Pequeña,20709660,36,10,9
Conchalí,2017-2,trato_directo,Grande,3484495,162,39,10
Conchalí,2017-2,trato_directo,Mediana,5394987,144,38,7
Conchalí,2017-2,trato_directo,Micro,69344596,183,86,32
Conchalí,2017-2,trato_directo,Pequeña,7912038,50,27,16
Conchalí,2018-1,convenio_marco,Grande,187878182,855,261,29
Conchalí,2018-1,convenio_marco,Mediana,29178120,75,27,17
Conchalí,2018-1,convenio_marco,Micro,46956403,260,151,47
Conchalí,2018-1,convenio_marco,Pequeña,13768880,84,25,21
Conchalí,2018-1,licitacion,Grande,28078097,5,5,5
Conchalí,2018-1,licitacion,Mediana,6098556,9,6,6
Conchalí,2018-1,licitacion,Micro,117005629,62,37,29
Conchalí,2018-1,licitacion,NoClasificado,1999000,1,1,1
Conchalí,2018-1,licitacion,Pequeña,64653965,49,20,18
Conchalí,2018-1,trato_directo,Grande,4390827,77,28,10
Conchalí,2018-1,trato_directo,Mediana,2262417,46,15,5
Conchalí,2018-1,trato_directo,Micro,25759396,167,73,28
Conchalí,2018-1,trato_directo,Pequeña,3422025,21,12,10
Conchalí,2018-2,convenio_marco,Grande,97869142,512,207,20
Conchalí,2018-2,convenio_marco,Mediana,30885408,84,34,16
Conchalí,2018-2,convenio_marco,Micro,111334357,256,145,42
Conchalí,2018-2,convenio_marco,Pequeña,63887493,79,48,28
Conchalí,2018-2,licitacion,Grande,4150672,3,3,2
Conchalí,2018-2,licitacion,Mediana,15954280,11,9,7
Conchalí,2018-2,licitacion,Micro,113904641,134,44,34
Conchalí,2018-2,licitacion,NoClasificado,855740,29,1,1
Conchalí,2018-2,licitacion,Pequeña,67879171,95,23,20
Conchalí,2018-2,trato_directo,Grande,2530310,132,21,8
Conchalí,2018-2,trato_directo,Mediana,2598249,14,9,7
Conchalí,2018-2,trato_directo,Micro,39024261,279,80,24
Conchalí,2018-2,trato_directo,NoClasificado,359996,1,1,1
Conchalí,2018-2,trato_directo,Pequeña,8895111,73,29,19
Conchalí,2019-1,convenio_marco,Grande,209070405,508,170,22
Conchalí,2019-1,convenio_marco,Mediana,11231467,78,28,12
Conchalí,2019-1,convenio_marco,Micro,77370540,178,97,33
Conchalí,2019-1,convenio_marco,Pequeña,43990510,62,41,25
Conchalí,2019-1,licitacion,Grande,12793916,2,2,2
Conchalí,2019-1,licitacion,Mediana,21821880,22,9,7
Conchalí,2019-1,licitacion,Micro,81977301,153,41,38
Conchalí,2019-1,licitacion,Pequeña,69640031,71,24,20
Conchalí,2019-1,trato_directo,Grande,5467882,204,32,8
Conchalí,2019-1,trato_directo,Mediana,20457034,89,26,6
Conchalí,2019-1,trato_directo,Micro,37767434,186,75,21
Conchalí,2019-1,trato_directo,Pequeña,2392583,11,11,9
Conchalí,2019-2,convenio_marco,Grande,182138866,466,144,23
Conchalí,2019-2,convenio_marco,Mediana,40687316,107,37,15
Conchalí,2019-2,convenio_marco,Micro,58433492,202,133,46
Conchalí,2019-2,convenio_marco,Pequeña,191135904,90,48,28
Conchalí,2019-2,licitacion,Grande,419400,1,1,1
Conchalí,2019-2,licitacion,Mediana,59890248,5,5,4
Conchalí,2019-2,licitacion,Micro,131166145,93,40,35
Conchalí,2019-2,licitacion,Pequeña,148583349,30,18,17
Conchalí,2019-2,trato_directo,Grande,6367774,156,26,9
